# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-O" "--fraction" "-M" "--fraction" "-p" "-t" "region" "-g" "ID" "-a" "dfir_regions.gff" "-o" "counts/regions_dfir.txt" "star_map_dfir/Dfir-0h-A.bam" "star_map_dfir/Dfir-0h-B.bam" "star_map_dfir/Dfir-0h-C.bam" "star_map_dfir/Dfir-16h-A.bam" "star_map_dfir/Dfir-16h-B.bam" "star_map_dfir/Dfir-16h-C.bam" "star_map_dfir/Dfir-24h-A.bam" "star_map_dfir/Dfir-24h-B.bam" "star_map_dfir/Dfir-24h-C.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map_dfir/Dfir-0h-A.bam	star_map_dfir/Dfir-0h-B.bam	star_map_dfir/Dfir-0h-C.bam	star_map_dfir/Dfir-16h-A.bam	star_map_dfir/Dfir-16h-B.bam	star_map_dfir/Dfir-16h-C.bam	star_map_dfir/Dfir-24h-A.bam	star_map_dfir/Dfir-24h-B.bam	star_map_dfir/Dfir-24h-C.bam
contig_25_np1212:2115001..2117500	contig_25_np1212	2115001	2117500	+	2500	36237.50	5378	17620.75	1490.50	309.50	837.50	2146	553.50	10969.75
contig_25_np1212:2117501..2120000	contig_25_np1212	2117501	2120000	+	2500	538.50	17673.50	22350	1818	2056.50	4267.50	2432	3090.50	17055.50
contig_25_np1212:2120001..2122500	contig_25_np1212	2120001	2122500	+	2500	23	2186.25	1150	223	194	551	338.50	325.50	3233.50
contig_25_np1212:2122501..2125000	contig_25_np1212	2122501	2125000	+	2500	158.50	6491.25	888	710.50	613.50	1780	949	826	9636.50
contig_25_np1212:2125001..2127500	contig_25_np1212	2125001	2127500	+	2500	1063.79	798.49	815.22	444.05	704.46	506.85	642.08	389.50	981.72
contig_25_np1212:2127501..2130000	contig_25_np1212	2127501	2130000	+	2500	22.37	173.01	55.30	21.51	75.73	158.85	55.01	18.56	341.41
contig_25_np1212:2130001..2132500	contig_25_np1212	2130001	2132500	+	2500	1390.23	744.15	698.20	1611.80	8716.63	4066.60	2398.23	1999.60	2566.51
contig_25_np1212:2132501..2135000	contig_25_np1212	2132501	2135000	+	2500	209.25	572.57	231.95	902.45	523.50	897.75	877	360.50	1590.84
contig_25_np1212:2135001..2137500	contig_25_np1212	2135001	2137500	+	2500	100.50	1046.50	215	1534.50	444.50	1483	1338.75	491.50	2832
contig_25_np1212:2137501..2140000	contig_25_np1212	2137501	2140000	+	2500	314.25	626.50	250.50	2002	401	1581	2294.25	6230	2147.50
contig_25_np1212:2140001..2142500	contig_25_np1212	2140001	2142500	+	2500	11029.33	4971.50	7079.50	10991.50	8632.50	6981	13389	6110.50	6089.50
contig_25_np1212:2142501..2145000	contig_25_np1212	2142501	2145000	+	2500	105454.77	17641.75	47811.17	5131.75	502.55	805	1748	517	39234.75
contig_25_np1212:2145001..2147500	contig_25_np1212	2145001	2147500	+	2500	13087.42	2140.75	5585.50	12617.42	3784.95	5928.50	10233.00	9286.50	6959.75
contig_25_np1212:2147501..2150000	contig_25_np1212	2147501	2150000	+	2500	515.79	919.50	330.75	3867.00	1891.50	3169	3012.50	1173.83	1932.25
contig_25_np1212:2150001..2152500	contig_25_np1212	2150001	2152500	+	2500	236	8436.50	1249.75	1663.75	4013	2851.50	830.00	1724.83	1545.50
contig_25_np1212:2152501..2155000	contig_25_np1212	2152501	2155000	+	2500	1400.50	5200	2175.00	1491.25	2547.50	1936	1065.50	1896.83	2299.25
contig_25_np1212:2155001..2157500	contig_25_np1212	2155001	2157500	+	2500	427.50	127	308.50	1789	1593	2295	1755	1404.50	1589
contig_25_np1212:2157501..2160000	contig_25_np1212	2157501	2160000	+	2500	27	17.50	43	561	466.50	1135.50	564	361.50	724
contig_25_np1212:2160001..2162500	contig_25_np1212	2160001	2162500	+	2500	86.50	160.50	94	288	180	396	293	142	400
contig_25_np1212:2162501..2165000	contig_25_np1212	2162501	2165000	+	2500	131.50	218.00	105	522.50	830.50	599.15	488.50	408.40	570.50
contig_25_np1212:2165001..2167500	contig_25_np1212	2165001	2167500	+	2500	3010.50	762	1955.50	2018.50	2403.50	1568.50	1322.50	1277	1450.50
contig_25_np1212:2167501..2170000	contig_25_np1212	2167501	2170000	+	2500	905.50	426	1022.50	364	332	192	256	287.50	470
contig_25_np1212:2170001..2172500	contig_25_np1212	2170001	2172500	+	2500	351	282	1492	374	180	246	220	244	392.50
contig_25_np1212:2172501..2175000	contig_25_np1212	2172501	2175000	+	2500	29	426	123	95.50	228.00	599.50	133	129.50	723
contig_25_np1212:2175001..2177500	contig_25_np1212	2175001	2177500	+	2500	8	978	127.50	146.50	459.50	1503	422	446.50	2062.25
contig_25_np1212:2177501..2180000	contig_25_np1212	2177501	2180000	+	2500	325	539	264.50	894	1977.50	1543.50	1110	931	1239.75
contig_25_np1212:2180001..2182500	contig_25_np1212	2180001	2182500	+	2500	323	284	263	1643	539	904.50	1493	1029	994.50
contig_25_np1212:2182501..2185000	contig_25_np1212	2182501	2185000	+	2500	317.25	857.50	357.50	3433.50	1907.00	4489.50	3127.00	2925.50	6309
contig_25_np1212:2185001..2187500	contig_25_np1212	2185001	2187500	+	2500	464.75	1892.50	520	8877	6970.50	13307	8953.00	10288.50	16190
contig_25_np1212:2187501..2190000	contig_25_np1212	2187501	2190000	+	2500	66	44.50	27.50	282	43.50	233	249	323	425
contig_25_np1212:2190001..2192500	contig_25_np1212	2190001	2192500	+	2500	470.50	418.00	717.12	210.25	225.50	293	423.50	319.50	1083.50
contig_25_np1212:2192501..2195000	contig_25_np1212	2192501	2195000	+	2500	12642.50	5671.50	15529.96	16017.75	20206	23690.50	26423.50	21835.00	15863.93
contig_25_np1212:2195001..2197500	contig_25_np1212	2195001	2197500	+	2500	92045	117508	147517.92	8313	17202.50	7823	10230.00	7888.50	94991.57
contig_25_np1212:2197501..2200000	contig_25_np1212	2197501	2200000	+	2500	393	243	150	426.50	1749	227.50	207	86	448.50
contig_25_np1212:2200001..2202500	contig_25_np1212	2200001	2202500	+	2500	148.50	297.50	158.50	2776.50	3038.50	3396.50	3779.50	4060	1453.50
contig_25_np1212:2202501..2205000	contig_25_np1212	2202501	2205000	+	2500	17.50	33.50	15.50	285.50	188.50	346	394.75	351	174.50
contig_25_np1212:2205001..2207500	contig_25_np1212	2205001	2207500	+	2500	20.24	624.67	161.45	445.16	4436.89	3772.47	1477.75	1472.87	6281.34
contig_25_np1212:2207501..2210000	contig_25_np1212	2207501	2210000	+	2500	503	613.50	326	827	2120.25	3319.50	1508.50	1659	4403.50
contig_25_np1212:2210001..2212500	contig_25_np1212	2210001	2212500	+	2500	6	12	8	176	8.50	214	152	235	355
contig_25_np1212:2212501..2215000	contig_25_np1212	2212501	2215000	+	2500	25	55.17	13	993.50	346	1428.50	1066	1838	2240
contig_25_np1212:2215001..2217500	contig_25_np1212	2215001	2217500	+	2500	53	62.07	51.50	471.50	127.57	561.57	479	983	857.25
contig_25_np1212:2217501..2220000	contig_25_np1212	2217501	2220000	+	2500	10043.64	95247.40	109374.91	3143.48	54285.05	30026.78	45487.65	39403.22	194654.02
contig_25_np1212:2220001..2222500	contig_25_np1212	2220001	2222500	+	2500	2846.67	13931.25	19436.71	5798.78	22676.36	14919.65	16194.43	13587.73	36551.37
contig_25_np1212:2222501..2225000	contig_25_np1212	2222501	2225000	+	2500	20	0	4	238.50	89.50	252	244.61	187.75	448
contig_25_np1212:2225001..2227500	contig_25_np1212	2225001	2227500	+	2500	1695.50	1222	725.50	746.50	311	355.50	197	204	1294
contig_25_np1212:2227501..2230000	contig_25_np1212	2227501	2230000	+	2500	156.50	128	59.50	65.50	79.50	31	20.50	17	100
contig_25_np1212:2230001..2232500	contig_25_np1212	2230001	2232500	+	2500	2.33	1.25	0.25	3.60	3	8.18	11.37	4.75	96.62
contig_25_np1212:2232501..2235000	contig_25_np1212	2232501	2235000	+	2500	1.50	12	0.29	8.47	15.15	48.20	17.86	3.50	217.64
contig_25_np1212:2235001..2237500	contig_25_np1212	2235001	2237500	+	2500	40	109.50	51	57	6.50	24	26	38	178.50
contig_25_np1212:2237501..2240000	contig_25_np1212	2237501	2240000	+	2500	1298	426.50	1035.50	153	99.50	74	126	118	491
contig_25_np1212:2240001..2242500	contig_25_np1212	2240001	2242500	+	2500	4	0	3.50	14	3	8.50	10	6.50	26.50
contig_25_np1212:2242501..2245000	contig_25_np1212	2242501	2245000	+	2500	2	2	22.50	383	153.50	1045	350.50	355	250
contig_25_np1212:2245001..2247500	contig_25_np1212	2245001	2247500	+	2500	10	60.20	69.90	4800.17	3318.83	10569.15	4580.53	2780.50	2010.75
contig_25_np1212:2247501..2250000	contig_25_np1212	2247501	2250000	+	2500	224	125.50	125.50	5703	6347.00	10464.50	8038	3478	2136.50
contig_25_np1212:2250001..2252500	contig_25_np1212	2250001	2252500	+	2500	282	4004	1982	1666.50	9463.00	8192	5262	3958	12155.50
contig_25_np1212:2252501..2255000	contig_25_np1212	2252501	2255000	+	2500	670.50	394	513.50	173	386	362.50	359.50	230	733
contig_25_np1212:2255001..2257500	contig_25_np1212	2255001	2257500	+	2500	1473.50	4412.50	2254	509.50	830	400.50	325	223.50	3349
contig_25_np1212:2257501..2260000	contig_25_np1212	2257501	2260000	+	2500	7240	1410.50	2470	2662	2836.50	2305	2247	1649.50	1485.50
contig_25_np1212:2260001..2262500	contig_25_np1212	2260001	2262500	+	2500	8093	3253.50	6535	578.50	411.50	744	824	658	2437
contig_25_np1212:2262501..2265000	contig_25_np1212	2262501	2265000	+	2500	45	575	206.50	440.50	4203.50	1972.50	549.50	923	4441.50
contig_25_np1212:2265001..2267500	contig_25_np1212	2265001	2267500	+	2500	172	329	149.50	293.50	1047.50	782	467	451	1864.50
contig_25_np1212:2267501..2270000	contig_25_np1212	2267501	2270000	+	2500	8	4	2	20	6	46	11	14	85
contig_25_np1212:2270001..2272500	contig_25_np1212	2270001	2272500	+	2500	48.50	5.17	8	17	1	90.50	97.50	58	70
contig_25_np1212:2272501..2275000	contig_25_np1212	2272501	2275000	+	2500	2481.50	667.17	979.75	758.75	7	759.75	1304.50	272	7023.50
contig_25_np1212:2275001..2277500	contig_25_np1212	2275001	2277500	+	2500	8834.50	3088.67	4957.25	2232.25	693	775.50	824.75	740	2368
contig_25_np1212:2277501..2280000	contig_25_np1212	2277501	2280000	+	2500	26718	8245.50	11836.50	8326	5195	2808.50	3032	1744	6598.50
contig_25_np1212:2280001..2282500	contig_25_np1212	2280001	2282500	+	2500	7937	4225.50	2001	14408	15805	14410.75	22895.25	7057	9097
contig_25_np1212:2282501..2285000	contig_25_np1212	2282501	2285000	+	2500	5566.10	7992.00	11307.00	5028.19	15998.45	9896.95	11648.69	6236.31	19328.04
contig_25_np1212:2285001..2287500	contig_25_np1212	2285001	2287500	+	2500	11510.21	103650.95	116444.25	4477.01	68153.27	36909.09	47486.01	38416.49	216964.02
contig_25_np1212:2287501..2290000	contig_25_np1212	2287501	2290000	+	2500	73.71	6006.68	1856.56	871	2439	1530.50	690	677.50	10167.40
contig_25_np1212:2290001..2292500	contig_25_np1212	2290001	2292500	+	2500	3365	2858.60	4505.00	839	440	405.50	487.50	387.83	3357
contig_25_np1212:2292501..2295000	contig_25_np1212	2292501	2295000	+	2500	1091	895	1443	283	152	189	258	257	854.50
contig_25_np1212:2295001..2297500	contig_25_np1212	2295001	2297500	+	2500	688	702.50	700.50	1252	533	328.50	393	809	831.50
contig_25_np1212:2297501..2300000	contig_25_np1212	2297501	2300000	+	2500	102.50	146.50	152.50	4387	112	330.50	836	2204.50	335.50
contig_25_np1212:2300001..2302500	contig_25_np1212	2300001	2302500	+	2500	34	220.50	29.50	50	57.50	113	66.50	60	475.50
contig_25_np1212:2302501..2305000	contig_25_np1212	2302501	2305000	+	2500	1900.50	1061.50	1036	2682.50	1700.50	2587.50	2956	2095.50	2229
contig_25_np1212:2305001..2307500	contig_25_np1212	2305001	2307500	+	2500	21218.50	9395.50	20489.50	2761	4046	1044.50	1393.50	735	4296.25
contig_25_np1212:2307501..2310000	contig_25_np1212	2307501	2310000	+	2500	3820	2948.25	2306.50	411	190	560	693.50	399.50	1851.75
contig_25_np1212:2310001..2312500	contig_25_np1212	2310001	2312500	+	2500	24377	6783.00	9574.50	3560	2845.50	2936	4668.50	3598	5471.50
contig_25_np1212:2312501..2315000	contig_25_np1212	2312501	2315000	+	2500	373.50	236	218.50	736	1276	266	281	216	2018.25
contig_25_np1212:2315001..2317500	contig_25_np1212	2315001	2317500	+	2500	7821.50	1775	3651.50	248	112	93.50	173.50	82.50	2348.75
contig_25_np1212:2317501..2320000	contig_25_np1212	2317501	2320000	+	2500	2389	1210	1418	1210.50	321	516	712	461.50	1654.00
contig_25_np1212:2320001..2322500	contig_25_np1212	2320001	2322500	+	2500	3060.50	3765.54	3325.70	590.15	2112.90	3131.98	1011.70	1145.83	6406.62
contig_25_np1212:2322501..2325000	contig_25_np1212	2322501	2325000	+	2500	6	1676.50	261.50	66	1870.00	2038.50	393	752.50	4529.50
contig_25_np1212:2325001..2327500	contig_25_np1212	2325001	2327500	+	2500	1160.50	6423	4102	1465.50	1722.50	1568	1434.17	750.50	5289.33
contig_25_np1212:2327501..2330000	contig_25_np1212	2327501	2330000	+	2500	21904.50	9341.50	6192.50	4457	3382	2343.33	2900.92	2558.50	5102
contig_25_np1212:2330001..2332500	contig_25_np1212	2330001	2332500	+	2500	4779.50	502	1825	25882	6456.25	29414.50	28896.67	15184.50	6377.50
contig_25_np1212:2332501..2335000	contig_25_np1212	2332501	2335000	+	2500	11388	1179.50	3738.50	50683	53529.75	65284.50	68189.67	30105.50	12093.50
contig_25_np1212:2335001..2337500	contig_25_np1212	2335001	2337500	+	2500	47.62	394.19	77.25	49.00	3015.90	5109.22	671.67	1996.60	3308.66
contig_25_np1212:2337501..2340000	contig_25_np1212	2337501	2340000	+	2500	143.87	570.48	172.75	149.00	5594	9355.99	1795.42	3784.28	6004.08
contig_25_np1212:2340001..2342500	contig_25_np1212	2340001	2342500	+	2500	383	245.50	268	4408	6872.50	3222.75	3256.50	5290.50	363.50
contig_25_np1212:2342501..2345000	contig_25_np1212	2342501	2345000	+	2500	522.50	24288	8952.67	208	141	1037.75	1873	452	23470
contig_25_np1212:2345001..2347500	contig_25_np1212	2345001	2347500	+	2500	26.50	145.50	94	87	4.50	14	45	8.50	387.50
contig_25_np1212:2347501..2350000	contig_25_np1212	2347501	2350000	+	2500	1368	477.50	843.50	298	378	260.00	494.00	388	505.00
contig_25_np1212:2350001..2352500	contig_25_np1212	2350001	2352500	+	2500	526.50	586.50	314	473	169.50	323	445	247	781.50
contig_25_np1212:2352501..2355000	contig_25_np1212	2352501	2355000	+	2500	83.50	42	36.50	475	128	287.50	157.50	495	189.50
contig_25_np1212:2355001..2357500	contig_25_np1212	2355001	2357500	+	2500	191.50	176.50	197.50	1609.50	325.50	616	565	1457	440.50
contig_25_np1212:2357501..2360000	contig_25_np1212	2357501	2360000	+	2500	497.50	433	453.50	310.50	212	88.50	96	49	396.50
contig_25_np1212:2360001..2362500	contig_25_np1212	2360001	2362500	+	2500	73	140.50	114	117.50	86	68.67	123.83	49	231.25
contig_25_np1212:2362501..2365000	contig_25_np1212	2362501	2365000	+	2500	3051.25	8592.50	9732.50	4885	6530.50	7370.00	4604.50	6004	12154
contig_25_np1212:2365001..2367500	contig_25_np1212	2365001	2367500	+	2500	3247.25	1652.50	1151.50	130	536.50	582.50	233	122	1083
contig_25_np1212:2367501..2370000	contig_25_np1212	2367501	2370000	+	2500	79	144	82	98.50	30.50	101.50	90	48	104
contig_25_np1212:2370001..2372500	contig_25_np1212	2370001	2372500	+	2500	367.50	182	326	605	161.50	190	430.25	228	299
contig_25_np1212:2372501..2375000	contig_25_np1212	2372501	2375000	+	2500	1862.50	470.50	1283	5341	642.50	2458	2234.75	2627.50	3814
contig_25_np1212:2375001..2377500	contig_25_np1212	2375001	2377500	+	2500	207.33	1213.50	959.50	5674	5807.29	11746.83	4323.83	4186	4664.50
contig_25_np1212:2377501..2380000	contig_25_np1212	2377501	2380000	+	2500	32.17	103	123.00	394	103.55	716.33	180	142.67	304.67
contig_25_np1212:2380001..2382500	contig_25_np1212	2380001	2382500	+	2500	175.67	46.50	132.50	212.50	38.83	154.33	66	72.17	53.67
contig_25_np1212:2382501..2385000	contig_25_np1212	2382501	2385000	+	2500	104.67	23	64.00	274.50	232.83	401.83	59.50	145.67	90.17
contig_25_np1212:2385001..2387500	contig_25_np1212	2385001	2387500	+	2500	79	111.50	142	117.50	391	85.50	91.50	63	329.50
contig_25_np1212:2387501..2390000	contig_25_np1212	2387501	2390000	+	2500	2	184	13	99.50	1915	231.75	88.50	74	770
contig_25_np1212:2390001..2392500	contig_25_np1212	2390001	2392500	+	2500	97	110.50	22	1403.83	1219.50	1015	862.25	409	1300
contig_25_np1212:2392501..2395000	contig_25_np1212	2392501	2395000	+	2500	2294.00	72	195	26191.17	6182.50	11691.75	31286.75	18217.50	1957
contig_25_np1212:2395001..2397500	contig_25_np1212	2395001	2397500	+	2500	3117.50	1474	1815	1149	877.00	854	948	547.50	1374
contig_25_np1212:2397501..2400000	contig_25_np1212	2397501	2400000	+	2500	3361.50	1341	2273	1286.50	1389.50	997	1079.50	732	1347
contig_25_np1212:2400001..2402500	contig_25_np1212	2400001	2402500	+	2500	13594.50	3956.00	9217.50	5930.00	8998.50	2465	4863.00	3523.50	4846
contig_25_np1212:2402501..2405000	contig_25_np1212	2402501	2405000	+	2500	406.50	252	250.00	228.00	225	159	228	251.50	361
contig_25_np1212:2405001..2407500	contig_25_np1212	2405001	2407500	+	2500	121	117	58.50	108	81	117	182	61	179
contig_25_np1212:2407501..2410000	contig_25_np1212	2407501	2410000	+	2500	4435.50	2061.00	1789	351.50	267	197.50	437.50	247	823.50
contig_25_np1212:2410001..2412500	contig_25_np1212	2410001	2412500	+	2500	172	98	145	573.50	74	625.50	567.50	592	477.50
contig_25_np1212:2412501..2415000	contig_25_np1212	2412501	2415000	+	2500	52.50	64.50	74	170	148	146	265	82	348
contig_25_np1212:2415001..2417500	contig_25_np1212	2415001	2417500	+	2500	336.50	407.50	191.50	668.00	219.50	556.50	773.50	348.50	1045
contig_25_np1212:2417501..2420000	contig_25_np1212	2417501	2420000	+	2500	7952.50	8067	3250.50	5816.50	1538	1938	5889	2056.50	6410.50
contig_25_np1212:2420001..2422500	contig_25_np1212	2420001	2422500	+	2500	3578	4820.50	736	4234.50	600.50	1399.50	4665.50	1691	4158
contig_25_np1212:2422501..2425000	contig_25_np1212	2422501	2425000	+	2500	38	42.50	6	137.50	212	26	24	30	254
contig_25_np1212:2425001..2427500	contig_25_np1212	2425001	2427500	+	2500	25	8	11	1729.50	33	552.50	618.50	709	210.50
contig_25_np1212:2427501..2430000	contig_25_np1212	2427501	2430000	+	2500	286.50	193	146.50	4750.50	888.50	1722.50	1462.50	1835.50	1448.50
contig_25_np1212:2430001..2432500	contig_25_np1212	2430001	2432500	+	2500	111.50	133	69.50	918.50	233.50	259	91	51.50	794.50
contig_25_np1212:2432501..2435000	contig_25_np1212	2432501	2435000	+	2500	86	99.50	88.50	732.00	230.50	273.00	303.50	252.50	1045.50
contig_25_np1212:2435001..2437500	contig_25_np1212	2435001	2437500	+	2500	55	65.50	52	259	41.50	229	147.50	132.50	607.50
contig_25_np1212:2437501..2440000	contig_25_np1212	2437501	2440000	+	2500	243.50	171.00	282.50	947.50	372.50	98.50	162.50	85.00	2692.50
contig_25_np1212:2440001..2442500	contig_25_np1212	2440001	2442500	+	2500	244.50	124	198	445.50	84.50	81.50	92	50	2188.50
contig_25_np1212:2442501..2445000	contig_25_np1212	2442501	2445000	+	2500	1074.50	734.50	479.50	1146	827.50	1042.50	1598	690	3180.50
contig_25_np1212:2445001..2447500	contig_25_np1212	2445001	2447500	+	2500	1530.50	1209.50	600.50	1785	787.50	1865.50	2627.50	1022	4623.50
contig_25_np1212:2447501..2450000	contig_25_np1212	2447501	2450000	+	2500	1436.50	528	721	751.50	755	408	559	247	2539
contig_25_np1212:2450001..2452500	contig_25_np1212	2450001	2452500	+	2500	762.50	947	608.50	987.50	793	1139.50	1131.50	470.50	2840.50
contig_25_np1212:2452501..2455000	contig_25_np1212	2452501	2455000	+	2500	349	666	405.50	617	367	1002.79	603.50	334.50	1519.25
contig_25_np1212:2455001..2457500	contig_25_np1212	2455001	2457500	+	2500	3637	3009	3539.50	890	235	519.50	666.00	384.75	1932.50
contig_25_np1212:2457501..2460000	contig_25_np1212	2457501	2460000	+	2500	1524.50	3336.50	1232	5384	3508	2738.50	3595	2031.75	4763.25
contig_25_np1212:2460001..2462500	contig_25_np1212	2460001	2462500	+	2500	616.50	400.50	969.50	4101	3941	5236	4965	2781.50	2671.50
contig_25_np1212:2462501..2465000	contig_25_np1212	2462501	2465000	+	2500	73.67	17.40	35.50	38.75	44.22	176.30	43.33	182.36	99.72
contig_25_np1212:2465001..2467500	contig_25_np1212	2465001	2467500	+	2500	0	0.79	5.00	5.67	40.41	203.27	31.01	267.58	106.65
contig_25_np1212:2467501..2470000	contig_25_np1212	2467501	2470000	+	2500	0	0	0.10	0	0	1.14	1.25	0	15.41
contig_25_np1212:2470001..2472500	contig_25_np1212	2470001	2472500	+	2500	2789.50	4241.50	4290	9856.50	20055.50	10180.50	13180	24008	13471.50
contig_25_np1212:2472501..2475000	contig_25_np1212	2472501	2475000	+	2500	6714.00	4224.50	5238	2367.50	3501	1821	2418.00	1903.50	3650
contig_25_np1212:2475001..2477500	contig_25_np1212	2475001	2477500	+	2500	1061.17	800.25	669.50	1281	847.50	554.50	694.00	423	1345.50
contig_25_np1212:2477501..2480000	contig_25_np1212	2477501	2480000	+	2500	718	993.25	1282	2287	813	542	590	405.50	2895
contig_25_np1212:2480001..2482500	contig_25_np1212	2480001	2482500	+	2500	11123.50	6337	10396.50	1723	762	1243.50	2350.50	1089	6127
contig_25_np1212:2482501..2485000	contig_25_np1212	2482501	2485000	+	2500	11358.50	4573	8932.50	10649.50	11188.00	5557.50	8403	2194.50	9188.50
contig_25_np1212:2485001..2487500	contig_25_np1212	2485001	2487500	+	2500	4643	932.50	2985.50	899.50	207.50	155	246.50	224.50	992.50
contig_25_np1212:2487501..2490000	contig_25_np1212	2487501	2490000	+	2500	3840	1224	882	4006.50	3704.50	2153	2584	1288	2178
contig_25_np1212:2490001..2492500	contig_25_np1212	2490001	2492500	+	2500	1	0	0	6536	0	575.50	2548	2648.50	131
contig_25_np1212:2492501..2495000	contig_25_np1212	2492501	2495000	+	2500	630	360.50	600.50	54682.00	414.50	5433.50	21911.00	22567.00	1842.50
contig_25_np1212:2495001..2497500	contig_25_np1212	2495001	2497500	+	2500	6712	34206.50	18268	2140	4596.25	1717	1434	959	22894.50
contig_25_np1212:2497501..2500000	contig_25_np1212	2497501	2500000	+	2500	540	10831.50	5526	2394.50	19136	5537.50	2989.25	5391.50	17372.50
contig_25_np1212:2500001..2502500	contig_25_np1212	2500001	2502500	+	2500	2534	14987.25	8443	4904	28481.25	8414.50	5591.75	7628	31142.50
contig_25_np1212:2502501..2505000	contig_25_np1212	2502501	2505000	+	2500	5777	2128.75	5140.50	1271.50	374	1053	1620	802.50	1817
contig_25_np1212:2505001..2507500	contig_25_np1212	2505001	2507500	+	2500	9560.50	3139.50	8469.50	2416	952	2253	3074.50	1759	3306.50
contig_25_np1212:2507501..2510000	contig_25_np1212	2507501	2510000	+	2500	14709.67	6862.50	7327.50	3767	3659.50	2627	4473.50	2508	5348.50
contig_25_np1212:2510001..2512500	contig_25_np1212	2510001	2512500	+	2500	1443.67	814.50	826	472	285.50	396.50	651	334.50	1100.50
contig_25_np1212:2512501..2515000	contig_25_np1212	2512501	2515000	+	2500	228.17	618	259	343.50	94	558.50	1007	580	1622.50
contig_25_np1212:2515001..2517500	contig_25_np1212	2515001	2517500	+	2500	50	186.50	264	26	8	20	59.50	30	210
contig_25_np1212:2517501..2520000	contig_25_np1212	2517501	2520000	+	2500	35.50	154	127	35.50	4	17	55.50	35	144
contig_25_np1212:2520001..2522500	contig_25_np1212	2520001	2522500	+	2500	22	125.50	9	28.50	2	29	57	26	247
